Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;;
CANADA,TECUN UMAN,05/09/2016, 87032490,2002,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26239.9,3148.79,;;
JAPON,EL CARMEN,04/09/2016, 87032369,2002,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10334.6,1240.15,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,122277.54,14673.3,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,CLICK,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,183416.35,22009.96,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,05/09/2016, 87112090,2017,SERPENTO,SERAPH,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,260396.13,31247.54,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
CHINA,PUERTO QUETZAL,06/09/2016, 87112090,2017,SERPENTO,BOA,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478324.89,57398.99,;;
